shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
AK-13,-6.6052,106.8058,30
AK-13,-6.6052,106.8051,31
AK-13,-6.601646,106.804329,32
AK-13,-6.6027,106.7999,33
AK-13,-6.6027,106.7996,34
AK-13,-6.6031,106.7988,35
AK-13,-6.603941,106.797256,36
AK-13,-6.6042,106.7967,37
AK-13,-6.6038,106.7961,38
AK-13,-6.5969,106.7937,39
AK-13,-6.5945,106.7946,40
AK-13,-6.5930,106.7973,41
AK-13,-6.5935,106.7984,42
AK-13,-6.592262,106.800814,43
AK-13,-6.592667,106.801806,44
AK-13,-6.5935,106.8029,45
AK-13,-6.5959,106.8044,46
AK-13,-6.6009,106.8052,47
AK-13,-6.601624,106.805305,48
AK-13,-6.6043,106.8068,49
AK-13,-6.6017,106.8111,50
AK-13,-6.6045,106.8071,51
AK-13,-6.6066,106.8087,52
AK-13,-6.6078,106.8099,53
AK-13,-6.6087,106.8105,54
AK-13,-6.6125,106.8130,55
AK-14,-6.6208,106.8124,0
AK-14,-6.6235,106.8123,1
AK-14,-6.6238,106.8101,2
AK-14,-6.6246,106.8099,3
AK-14,-6.6250,106.8093,4
AK-14,-6.6245,106.8089,5
AK-14,-6.6218,106.8086,6
AK-14,-6.6215,106.8079,7
AK-14,-6.6188,106.8069,8
AK-14,-6.6163,106.8045,9
AK-14,-6.6142,106.8034,10
AK-14,-6.6123,106.8021,11
AK-14,-6.611869,106.800971,12
AK-14,-6.613876,106.795612,13
AK-14,-6.607388,106.793464,14
AK-14,-6.605165,106.792833,15
AK-14,-6.605183,106.792003,16
AK-14,-6.606617,106.792093,17
AK-14,-6.607155,106.791768,18
AK-14,-6.606707,106.787853,19
AK-14,-6.606258,106.787672,20
AK-14,-6.603839,106.786590,21
AK-14,-6.600971,106.782981,22
AK-14,-6.600971,106.782981,23
AK-14,-6.601114,106.779535,24
AK-14,-6.596113,106.779318,25
AK-14,-6.587779,106.772155,26
AK-14,-6.585932,106.771794,27
AK-14,-6.584891,106.771102,28
AK-14,-6.580286,106.767319,29
AK-14,-6.580519,106.763566,30
AK-14,-6.576235,106.753317,31
